"rodents","unitflr","brokenwin","brokenfloor","intcracks","intleaks","personrm","bldg"
1,4,0,1,0,1,0.4,4832
1,7,0,0,0,1,0.67,4842
1,7,0,0,1,1,0.67,4842
0,3,0,0,0,0,0.5,4858
0,4,0,0,0,0,0.5,4863
0,3,0,0,0,0,0.5,4875
0,4,0,0,1,1,1,4875
0,5,0,0,0,0,0.5,4875
0,5,0,0,0,0,0.5,4880
0,3,0,0,0,0,0.4,4896
0,7,0,0,0,0,0.5,4901
0,8,0,0,0,0,1,4915
0,8,0,0,0,0,0.5,4915
0,6,0,0,0,0,2,4917
0,6,0,0,0,0,1,4917
0,6,0,0,0,0,1,4917
0,8,0,0,0,0,0.5,4938
1,8,0,0,0,0,0.67,4938
0,7,0,0,0,0,0.33,4947
0,7,0,0,0,0,0.33,4947
0,8,0,0,0,0,0.5,4947
0,8,0,0,0,0,1,4947
0,7,0,0,0,0,0.2,4956
0,3,0,0,0,0,1,4976
0,5,0,0,0,0,0.6,4981
0,6,0,0,0,0,0.5,4981
1,6,0,0,1,0,0.5,4981
0,4,0,0,0,0,1,4991
0,5,0,0,0,1,0.5,5025
0,4,0,1,1,1,0.33,5048
0,6,0,1,0,0,0.33,5048
0,6,0,1,1,0,0.33,5048
0,2,0,0,0,0,0.6,5052
0,2,0,0,0,0,0.75,5052
0,8,0,0,0,0,0.25,5056
0,3,0,0,0,0,0.25,5070
0,4,0,0,0,0,0.5,5070
0,3,1,0,0,1,0.33,5081
0,3,0,0,1,0,1,5082
0,2,0,0,0,0,0.33,5084
0,2,0,0,0,0,1,5084
0,4,0,0,0,0,0.67,5104
0,4,0,0,0,0,2,5104
0,4,0,0,0,1,1,5104
0,7,0,0,0,0,0.5,5106
0,7,0,0,0,0,0.67,5106
0,7,0,0,0,0,0.25,5106
0,7,0,0,0,0,0.67,5106
0,3,0,0,0,0,0.5,5144
0,3,0,0,0,0,1,5144
0,7,0,0,0,0,2,5148
1,7,0,0,1,0,3,5150
0,6,0,0,0,0,1,5154
0,3,0,0,0,0,2,5164
0,8,0,0,1,1,0.33,5165
0,8,0,0,0,0,0.67,5166
0,7,0,0,0,0,0.4,5186
0,7,0,0,1,0,0.25,5186
0,7,0,0,0,0,1.25,5186
0,7,0,0,1,0,1,5186
0,8,0,0,0,1,0.5,5189
0,8,0,0,0,0,0.67,5189
0,6,0,0,0,0,0.33,5190
0,6,0,0,0,0,0.33,5193
0,3,0,0,0,1,1,5217
0,9,0,0,0,0,1,5230
0,9,0,0,0,0,0.75,5230
0,8,0,0,0,0,0.5,5237
1,3,0,0,1,1,0.67,5258
1,4,0,0,1,0,0.75,5258
0,7,0,0,0,0,0.6,5259
0,7,0,0,0,0,0.33,5259
0,7,0,0,0,0,0.4,5259
0,3,0,0,0,0,0.6,5278
0,2,0,0,0,0,0.29,5290
0,8,0,0,0,0,0.25,5312
0,8,0,0,0,0,0.5,5312
0,5,0,0,0,0,0.5,5312
0,5,0,0,0,0,1,5312
0,3,0,0,0,0,1,5319
0,3,0,0,0,0,1,5319
0,8,0,0,0,0,0.33,5331
0,8,0,0,0,0,0.33,5331
0,5,0,0,0,1,0.17,5372
0,6,0,0,0,1,0.22,5373
0,6,0,0,0,1,0.11,5373
0,6,0,0,0,0,0.33,5373
0,1,0,0,0,0,0.57,5387
1,4,0,1,0,0,1,5397
0,5,0,0,0,0,1,5398
0,5,0,0,0,1,0.33,5398
0,7,0,0,0,0,0.33,5402
0,7,0,0,0,1,0.33,5402
0,7,0,0,0,0,0.33,5402
0,7,0,0,0,0,0.25,5402
0,2,0,0,0,0,1,5425
0,2,0,0,0,0,0.5,5425
0,2,0,0,0,0,1,5425
0,2,0,0,0,0,1,5425
0,4,0,0,0,0,0.5,5438
0,4,0,0,0,0,0.67,5438
0,4,0,0,0,0,0.33,5438
0,5,0,0,1,0,0.5,5438
0,5,0,0,0,0,0.67,5456
0,4,0,0,0,0,0.5,5476
0,8,0,0,0,0,0.67,5481
0,8,0,0,0,0,0.67,5481
0,8,0,0,0,0,0.5,5481
0,8,0,0,0,0,0.33,5481
0,4,0,0,0,0,0.33,5489
0,4,0,0,0,0,1,5489
0,4,0,0,0,0,1,5489
0,4,0,0,0,0,0.5,5489
0,8,0,0,0,0,0.33,5496
0,3,0,0,0,0,1,6073
0,2,0,0,0,0,0.22,6076
0,4,0,0,0,0,0.5,5514
0,7,0,0,0,0,0.67,5533
0,7,0,0,0,0,0.25,5533
0,8,0,0,0,1,0.5,5533
0,8,0,0,0,1,0.33,5533
1,7,0,0,0,0,0.75,5544
0,4,0,0,0,0,0.33,5546
1,4,0,0,1,1,0.4,5547
0,5,0,0,0,1,0.5,5547
0,4,0,0,0,1,0.4,5550
0,5,0,0,0,1,0.25,5550
0,7,0,0,0,0,0.75,5551
0,7,0,0,0,0,0.5,5551
0,7,0,0,1,1,0.4,5551
0,7,0,0,0,0,0.25,5551
0,5,0,0,0,0,0.33,5567
1,5,0,0,0,1,1,5571
1,5,0,0,0,1,1,5571
1,5,0,0,0,1,0.8,5571
1,5,0,0,0,0,0.75,5572
0,5,0,0,0,0,0.33,5572
1,5,0,0,0,0,0.33,5572
0,5,0,0,1,1,0.75,5572
1,4,0,0,0,1,0.2,5578
1,3,0,0,0,1,0.33,5582
0,3,0,0,0,0,0.5,5588
1,7,0,0,1,0,0.8,5595
1,7,0,0,1,1,0.2,5595
1,1,0,0,0,1,0.5,5595
1,2,0,0,1,0,0.67,5595
1,7,0,0,0,0,0.5,5596
0,7,0,0,0,0,0.75,5596
0,7,0,0,0,1,0.6,5596
0,6,0,0,0,0,1,5611
0,7,0,0,0,0,0.5,5613
1,7,0,0,0,1,0.25,5613
0,6,0,0,0,1,0.4,5623
0,7,0,0,0,0,0.4,6174
1,2,0,0,1,1,0.4,6187
1,4,0,0,0,0,0.8,6188
1,2,0,0,1,1,0.25,6228
0,3,0,0,1,0,1,6228
1,4,0,0,0,1,0.25,6228
1,5,0,0,1,1,0.5,6228
0,2,0,0,0,0,0.5,5649
0,3,0,0,0,0,0.25,5654
0,4,1,1,0,0,1,5672
0,4,1,1,0,0,1,5672
0,7,0,0,0,0,0.5,5673
0,7,0,0,0,0,0.33,5673
0,7,0,0,0,0,0.5,5673
0,7,0,0,0,0,1,5673
0,4,0,0,1,1,0.33,5689
1,2,0,0,0,0,1.5,5695
0,2,0,0,0,0,0.5,5695
0,2,0,0,0,1,1.4,5699
0,2,0,0,0,0,0.2,5699
1,2,0,0,0,0,1,5699
0,5,1,0,1,0,0.5,5715
1,2,0,0,0,0,0.75,5727
1,3,0,0,0,0,1.25,5729
0,4,0,0,0,0,1,5729
1,6,0,0,0,0,1,5735
1,4,0,0,1,1,1,5742
1,6,0,0,1,0,1,5761
1,2,0,0,1,1,0.25,5766
0,1,0,0,0,0,0.33,6080
1,5,0,1,0,1,0.5,6101
1,2,0,1,1,0,1,6152
1,6,1,1,0,1,0.75,6185
1,2,0,0,0,0,0.57,6222
1,5,1,0,1,1,0.5,6235
0,5,1,0,1,0,0.6,6242
0,7,1,0,1,0,0.8,6242
1,4,0,0,1,1,1.33,6244
0,6,0,0,0,0,0.33,5769
1,6,0,0,0,0,0.33,5769
0,7,0,0,0,0,0.33,5769
0,2,0,0,0,0,0.67,5787
0,3,0,0,0,0,0.75,5799
1,5,0,1,0,0,1.2,5801
1,5,0,0,0,0,1.2,5802
1,6,0,0,0,0,0.5,5815
1,6,0,0,1,1,1.33,5815
0,2,0,0,0,0,0.33,5818
0,2,0,0,0,0,0.33,5819
0,6,0,0,0,0,0.5,5847
0,7,0,0,0,0,0.5,5847
1,7,0,0,1,0,0.5,5861
1,2,1,1,0,1,1,5879
1,2,0,0,0,0,0.5,6093
1,2,0,0,0,1,0.4,6103
0,3,0,0,0,0,0.4,6103
0,4,0,0,0,0,0.8,6103
1,5,0,0,0,1,0.2,6103
1,6,0,0,0,0,0.6,6104
0,6,0,0,0,0,0.5,5899
0,3,0,0,0,0,0.75,5903
0,3,0,0,0,0,1,5903
1,3,0,0,0,0,0.33,5903
0,4,0,0,0,0,0.33,5912
0,7,0,0,0,0,0.25,5914
1,7,0,0,0,0,0.8,5929
0,2,0,0,0,0,0.25,5929
1,5,0,0,0,0,0.8,5932
0,6,0,0,0,0,0.4,5932
0,5,0,0,0,0,0.33,5938
0,7,0,0,1,1,1,5949
1,6,0,0,1,0,0.6,5970
1,2,0,0,1,0,0.6,5970
1,3,0,0,0,0,0.5,5970
0,6,0,0,1,1,0.33,5981
0,6,0,0,1,1,0.33,5981
0,4,0,0,0,0,0.75,5985
1,4,0,0,0,1,1.33,5985
0,3,0,0,1,1,0.33,5990
0,3,0,0,0,0,1.25,5995
0,3,0,0,0,0,0.33,5997
1,3,0,0,0,0,0.33,5997
0,3,0,0,0,0,0.33,5997
1,3,0,0,0,0,0.33,5997
0,6,0,0,1,1,0.67,6001
0,6,0,0,0,1,1.25,6001
0,6,0,0,1,1,1,6001
0,3,0,0,0,0,1,6007
1,3,0,0,0,0,0.67,6007
0,3,0,0,0,0,1,6007
1,3,0,0,0,0,1.33,6007
1,4,0,0,0,0,0.75,6009
1,4,0,0,0,0,0.5,6009
1,4,0,0,1,1,1,6015
1,5,0,0,0,0,2,6015
0,3,0,1,0,0,0.8,6021
1,5,0,0,0,0,1,6055
0,3,0,0,1,1,2,6056
1,3,0,0,1,1,1,6056
1,3,0,0,0,1,1,6056
1,2,0,0,0,1,1,6129
0,7,0,0,0,0,0.33,6241
0,2,0,0,0,0,0.25,6263
0,3,0,0,0,0,0.4,6263
0,3,0,0,0,0,0.33,6269
0,2,0,0,0,0,0.6,6271
0,3,0,0,0,0,0.4,6271
1,2,0,0,0,0,1.25,6284
0,3,0,0,0,0,0.4,6288
0,2,0,0,0,0,0.8,6288
0,2,0,0,0,0,0.25,6299
0,4,0,0,0,0,0.4,6308
0,2,0,0,0,0,1,6330
0,4,0,0,0,0,0.5,6373
0,3,0,0,0,1,0.33,6373
0,3,0,0,0,0,0.75,6373
0,2,0,0,0,0,0.5,6380
0,4,0,0,0,1,0.33,6388
0,5,0,0,0,0,0.33,6394
0,2,0,0,0,0,1,6424
0,3,0,0,0,0,1.25,6424
0,4,0,0,0,0,0.5,6424
0,3,0,0,0,0,1,6428
1,2,0,0,0,0,0.22,8519
0,2,0,0,1,0,0.2,8520
1,2,0,0,0,0,1,6458
1,3,0,0,0,1,1,6458
0,4,0,0,0,0,1,6458
0,2,0,0,0,0,0.2,6466
0,3,0,0,0,0,0.5,6469
1,3,0,0,0,0,1,6478
0,2,0,0,0,0,2,6489
0,2,0,0,0,0,0.33,6493
0,3,0,0,0,0,0.67,6496
0,3,0,0,0,0,1.33,6509
0,2,0,0,0,0,1,6509
1,7,0,0,0,0,0.67,6538
0,7,0,0,0,0,2,6538
1,7,0,0,1,0,0.75,6538
0,7,0,0,0,0,1,6538
1,4,0,0,0,0,0.5,6561
0,7,0,0,0,0,0.33,6571
0,7,0,0,0,0,0.67,6571
1,7,0,0,1,0,0.5,6571
0,5,0,1,0,1,1,6573
0,2,0,0,0,0,4,6583
0,4,0,0,0,0,1,6587
0,4,0,0,0,0,1.33,6587
0,4,0,0,0,0,1.33,6587
1,5,0,1,0,0,1.33,6592
1,5,0,1,1,0,1.25,6592
0,5,0,1,0,0,0.5,6592
1,6,0,1,1,0,1.25,6592
0,2,0,0,0,0,0.29,6600
0,2,0,0,0,0,0.57,6600
0,4,0,0,0,0,0.67,6629
0,3,0,0,0,0,0.6,6629
0,2,0,0,0,0,0.44,6629
0,2,0,0,0,0,0.5,6643
0,1,0,0,0,0,0.25,6652
0,2,0,0,0,1,1,6656
0,1,0,0,0,0,1.5,6690
0,3,0,0,0,0,0.6,6690
0,5,0,0,0,0,0.33,6713
1,3,0,0,0,0,0.33,6718
0,6,1,0,0,0,1,6727
0,3,0,1,0,1,0.33,6743
0,3,0,1,0,0,0.67,6743
0,4,0,1,1,1,0.33,6743
0,4,0,0,0,0,1.4,6763
0,4,0,0,0,0,0.6,6766
0,2,0,0,0,0,0.78,6775
0,2,0,0,0,0,0.33,6788
1,2,0,0,0,0,0.4,6798
0,3,0,0,0,0,0.33,6824
0,3,0,0,0,0,0.33,6824
0,3,0,0,1,0,0.5,6824
0,7,0,0,0,0,1,6835
0,7,0,0,0,1,2,6835
0,1,0,0,0,0,1.5,6839
0,8,0,0,0,1,1,6867
0,8,0,0,0,0,1,6867
0,8,0,0,0,0,1.5,6867
0,8,0,0,0,0,0.33,6867
1,7,0,0,0,0,1,6872
0,7,0,0,0,0,1.33,6872
0,7,0,0,0,1,0.75,6872
0,7,0,0,1,1,0.25,6872
0,2,0,0,0,0,0.5,6881
0,3,0,0,0,0,1.25,6901
0,3,0,0,0,0,0.4,6901
0,2,0,0,0,0,0.4,6918
0,3,0,0,0,0,0.4,6918
0,2,0,0,0,0,0.2,6924
0,1,0,0,0,0,0.33,6925
0,2,0,0,0,0,0.8,6925
0,4,0,0,0,0,0.2,6925
0,6,0,0,0,0,0.33,6927
0,2,0,0,0,0,0.75,6954
0,2,0,0,0,0,1,6954
0,3,0,0,0,0,0.5,6954
0,3,0,0,0,0,1,6965
0,2,0,0,0,0,0.67,6986
0,3,0,0,0,1,0.6,6986
1,3,0,0,0,0,1,6987
0,3,0,0,0,0,0.83,6993
0,2,0,0,0,0,0.2,6993
0,3,0,0,0,0,0.17,6993
0,2,0,0,0,0,0.2,7036
0,3,0,0,0,0,0.8,7036
0,4,0,0,0,0,1,7036
0,2,0,0,0,0,0.44,7060
0,2,0,0,0,0,0.29,7060
0,3,0,0,0,0,0.83,7085
0,2,0,0,0,1,0.83,7085
0,3,0,0,0,1,1,7096
0,3,0,0,0,1,1,7096
0,3,0,0,0,0,0.75,7096
0,2,0,0,0,0,0.33,7096
0,2,0,0,0,0,0.17,7105
0,4,0,0,0,0,0.33,7105
0,6,0,0,0,0,0.5,7107
0,4,0,0,0,1,0.5,7110
0,4,0,0,0,1,1,7110
0,3,0,0,0,0,1,7111
0,4,0,0,0,0,0.4,7111
0,6,0,0,0,0,0.25,7118
1,6,0,0,0,0,1.33,7118
0,6,0,0,0,0,1,7118
0,6,0,0,0,0,0.33,7118
0,7,0,0,0,0,0.67,7122
0,7,0,0,0,1,0.2,7122
0,7,0,0,0,0,0.8,7122
0,2,0,0,0,1,1,7156
0,2,0,0,0,1,1.33,7156
0,7,0,0,1,0,0.5,7170
0,7,0,0,0,0,0.6,7170
0,2,0,0,0,0,1.17,7181
0,9,0,0,0,0,0.5,7193
0,9,0,0,0,0,1,7193
1,9,0,0,0,0,0.5,7193
0,9,0,0,0,0,1,7193
0,7,0,0,0,0,0.33,7199
0,7,0,0,0,0,0.33,7199
0,7,0,0,0,0,0.33,7199
1,7,0,0,0,0,1,7199
0,2,0,0,0,0,0.33,7208
0,2,0,0,0,0,0.67,7208
0,3,0,0,0,0,0.5,7230
0,2,0,0,0,0,0.8,7236
0,2,0,0,1,1,0.14,7236
0,7,0,0,0,0,0.5,7238
0,2,0,0,0,1,0.75,7238
0,2,0,0,0,0,0.67,7238
0,2,0,0,0,0,0.75,7239
0,2,1,0,0,0,0.71,7248
0,2,0,0,0,0,0.67,7269
0,2,0,0,0,0,0.57,7269
0,2,0,0,0,0,0.56,7273
0,2,0,0,0,0,0.89,7280
0,2,0,0,0,0,0.83,7291
0,2,0,0,0,0,0.5,7338
0,2,0,0,0,0,0.6,7338
0,2,0,0,0,1,0.33,7341
0,2,0,0,0,0,0.67,7356
0,3,0,0,0,0,1,7356
0,7,0,0,0,0,0.33,7363
1,7,0,0,0,0,0.5,7363
0,7,0,0,1,0,0.25,7363
0,7,0,0,0,0,0.33,7363
0,3,0,0,1,1,1.67,7368
0,6,0,1,0,0,0.33,7371
0,6,0,1,0,0,0.75,7371
0,8,0,0,0,0,0.67,7374
0,8,0,0,0,0,1,7374
0,8,0,0,0,0,1,7374
0,3,0,0,0,0,0.67,7377
0,3,0,0,0,0,1.5,7377
0,4,0,0,0,0,0.6,7377
0,7,0,0,0,0,0.33,7407
0,2,0,0,0,0,1,7426
0,3,0,0,0,0,1.2,7426
0,5,0,0,0,0,1,7429
1,6,0,0,0,0,1.5,7432
0,3,0,0,1,0,0.5,7436
0,5,0,0,0,0,1,7450
0,6,0,0,0,0,1,7467
0,2,0,0,0,0,0.83,7473
0,2,0,0,0,0,0.29,7473
0,2,0,0,0,1,0.78,7473
0,2,0,0,0,0,0.17,7473
0,7,0,0,0,0,0.4,7532
0,2,0,0,0,1,0.33,7534
0,4,0,0,0,0,0.5,7537
1,4,0,0,0,0,0.4,7537
1,4,0,0,0,0,0.33,7538
0,4,0,0,0,0,1,7549
0,3,0,0,0,1,1,7553
0,4,0,0,0,0,0.67,7553
0,4,0,0,0,0,0.6,7553
0,4,0,0,0,0,1,7553
0,4,0,0,0,0,1,7563
0,4,0,0,0,0,3,7563
0,5,0,0,0,1,0.6,7574
0,5,0,0,0,0,1,7574
0,5,0,0,0,1,1,7574
0,5,0,0,0,0,0.6,7574
0,4,0,0,0,0,0.75,7579
0,4,0,0,0,0,0.5,7579
0,4,0,0,0,1,1,7579
0,4,0,0,0,0,1,7579
0,3,0,0,0,1,1,7581
0,3,0,0,0,0,0.5,7581
0,3,0,0,0,1,0.75,7589
0,4,0,0,0,0,0.2,7589
0,4,0,0,1,0,0.25,7589
0,3,0,0,0,0,1,7593
0,2,0,0,0,0,0.6,7598
0,6,0,0,0,0,0.25,7603
1,3,0,0,0,0,0.5,7607
1,7,0,0,0,0,1,7612
0,3,0,0,0,0,0.8,7624
1,2,0,0,0,0,0.75,7631
0,2,0,0,0,0,0.33,7643
0,2,0,0,0,0,0.6,7654
0,3,0,0,0,0,1,7654
1,2,0,1,0,0,0.5,7660
1,3,0,1,1,0,1.25,7660
1,2,0,0,0,0,0.75,7661
0,2,0,0,0,0,0.17,7664
0,2,0,0,0,0,1,7668
0,2,0,0,0,0,0.67,7669
0,2,0,0,0,0,1,7671
0,2,0,0,0,0,1,7742
0,2,0,0,0,0,0.2,7742
1,2,0,0,0,0,0.67,7742
1,2,0,0,0,0,0.75,7742
1,2,0,1,1,1,1.67,7743
0,4,0,0,0,1,0.33,7745
0,4,0,0,0,0,0.33,7745
0,4,0,0,0,0,1.33,7745
0,4,0,0,0,1,1,7745
0,2,0,0,0,0,0.17,7774
0,2,0,0,0,0,0.67,7786
0,3,0,0,0,0,1.33,7811
0,3,0,0,0,0,0.67,7811
0,3,0,0,0,0,0.33,7818
0,3,0,0,0,0,0.33,7828
0,2,0,0,0,0,0.17,7828
0,2,0,0,0,0,0.6,7838
0,2,0,0,0,0,0.67,7841
0,2,0,0,0,0,0.4,7845
0,3,0,0,0,0,0.67,7849
0,5,0,0,0,0,2,7851
0,5,0,0,0,0,1.5,7851
0,5,0,0,0,0,1.33,7851
0,5,0,0,1,0,0.33,7851
0,4,0,0,0,0,1,7863
0,3,0,0,1,1,0.6,7890
0,2,0,0,0,0,0.5,7890
0,2,0,0,0,0,0.5,7894
0,2,0,0,0,0,0.8,7894
0,2,0,0,0,0,0.33,7894
0,2,0,0,0,0,0.5,7903
0,2,0,0,0,0,0.11,7905
0,3,0,0,0,0,0.67,7913
0,2,0,0,0,0,0.43,7927
0,2,0,0,0,0,0.5,7927
0,2,0,0,0,0,0.44,7927
0,2,0,0,0,0,0.5,7927
0,2,0,0,1,0,0.75,7949
0,3,0,0,0,1,0.4,7964
0,2,0,0,0,0,1.2,7968
0,2,0,0,0,0,0.5,7970
0,3,0,0,0,0,0.75,7997
0,3,0,0,0,0,0.4,7997
0,3,0,0,0,0,1,8008
0,2,0,0,0,0,0.5,8020
0,2,0,0,0,0,0.33,8020
0,2,0,0,0,0,0.6,8020
0,2,0,0,0,0,0.5,8020
0,2,0,0,0,0,0.6,8023
0,3,0,0,0,0,0.2,8023
0,2,0,0,0,0,1.6,8024
0,3,0,0,0,0,0.8,8025
0,2,0,0,0,0,1,8029
0,2,0,0,0,0,0.6,8034
0,3,0,0,0,0,0.4,8034
0,3,0,0,1,0,0.29,8037
0,2,0,0,1,0,0.5,8041
0,2,0,0,0,0,0.4,8054
0,3,0,0,0,0,0.67,8054
0,2,0,0,0,0,0.33,8056
0,3,0,0,0,0,0.5,8056
0,2,0,0,0,0,0.57,8076
0,2,0,0,0,0,0.67,8076
0,2,0,0,0,0,1,8076
0,3,0,0,0,0,0.67,8096
0,2,0,0,0,0,1,8111
0,2,0,0,0,0,0.57,8129
0,2,0,0,0,0,0.8,8129
0,2,0,0,0,0,0.22,8153
0,2,0,0,0,0,0.33,8164
0,2,0,0,0,0,0.4,8165
0,7,0,0,0,0,0.5,8189
0,7,0,0,0,0,1,8189
0,7,0,0,0,0,0.5,8189
1,7,0,0,0,0,0.4,8192
0,7,0,0,0,0,0.33,8192
0,2,0,0,0,0,0.5,8221
0,2,0,0,0,0,1,8222
1,2,0,0,0,1,1,8222
1,2,0,0,0,1,1,8222
0,2,0,0,0,0,0.67,8226
0,2,0,0,0,0,0.5,8226
0,2,0,0,0,0,0.67,8226
0,5,0,0,0,0,0.5,8233
1,6,0,0,0,0,1,8233
1,3,1,0,0,1,0.75,8234
0,3,1,0,0,0,1,8234
1,3,1,0,0,1,1.25,8234
0,3,1,0,0,0,2,8234
0,3,0,0,0,0,0.8,8244
0,2,0,0,0,0,0.25,8253
0,3,0,0,0,0,0.33,8267
0,2,0,0,0,0,0.67,8288
0,2,0,0,0,0,0.44,8288
0,2,0,0,0,0,0.2,8288
0,2,0,0,0,0,0.56,8309
0,2,0,0,0,0,0.4,8316
0,2,0,0,0,0,0.2,8318
0,2,0,0,0,1,0.83,8328
1,2,0,0,0,1,0.57,8330
0,2,0,0,0,0,0.78,8342
0,2,0,0,0,0,0.44,8342
0,2,0,0,0,0,0.33,8365
0,3,0,0,0,0,0.5,8365
0,2,0,0,0,0,1.2,8368
0,2,0,0,0,0,0.5,8401
0,3,0,0,0,0,1,8401
0,2,0,0,0,0,0.33,8401
0,3,0,0,0,0,0.33,8401
0,3,0,0,0,0,0.33,8402
0,3,0,0,0,0,0.33,8402
0,2,0,0,0,0,0.5,8405
1,2,0,0,0,0,1.5,8408
0,1,0,0,0,0,0.33,8412
0,2,0,0,0,0,1.14,8422
0,2,0,0,0,0,0.67,8424
0,2,0,0,0,0,0.17,8424
0,2,0,0,0,0,0.33,8424
0,2,0,0,0,0,0.17,8424
0,2,0,0,0,0,0.33,8431
0,2,0,0,0,0,0.56,8431
0,2,0,0,0,0,0.33,8436
0,2,0,0,0,0,0.5,8436
1,2,0,0,0,0,0.17,8436
1,2,0,0,0,0,0.43,8436
0,2,0,0,0,0,0.22,8438
0,2,0,0,0,0,0.33,8440
1,1,0,0,0,0,0.67,8445
1,2,0,0,0,0,0.75,8445
1,3,0,0,0,0,0.75,8445
1,2,0,0,0,0,1.2,8451
0,8,0,0,0,1,1,8505
0,8,0,0,0,0,0.33,8506
0,8,0,0,0,0,1,8506
0,2,0,0,0,0,0.67,8538
1,2,0,0,0,0,0.22,8540
0,2,0,0,0,0,0.44,8542
0,2,0,0,0,0,0.4,8546
0,2,0,0,0,0,0.17,8546
0,2,0,0,0,0,0.56,8546
1,3,0,0,0,0,0.2,8573
1,2,0,0,0,0,1,8575
0,2,0,0,0,0,0.4,8585
0,2,0,0,0,0,0.33,8595
0,2,0,0,0,0,0.67,8608
0,2,0,0,0,0,1,8608
0,2,0,0,0,0,0.33,8613
1,3,0,0,0,0,0.75,8613
0,2,0,0,0,0,0.4,8618
0,2,0,0,0,0,0.75,8642
0,3,0,0,0,0,0.5,8642
0,2,0,0,0,0,0.33,8653
1,3,0,1,0,0,1.25,8657
0,2,1,1,0,0,0.33,8668
0,2,0,0,0,0,0.8,8679
1,2,0,1,0,1,2,8696
1,6,0,0,1,1,1.5,8700
1,2,0,0,1,1,0.5,8707
0,2,0,0,0,0,0.25,8707
0,3,0,0,1,1,0.8,8716
0,4,0,0,0,0,1.5,8724
0,2,0,0,0,0,0.44,8736
0,2,0,0,0,0,0.22,8738
0,2,0,0,0,0,0.22,8738
0,2,0,0,0,0,0.17,8738
0,2,0,0,0,0,0.22,8738
0,2,0,0,0,0,0.43,8741
0,2,0,0,0,0,0.22,8741
0,3,0,0,0,0,0.33,8748
0,2,0,0,0,0,0.71,8755
0,2,0,0,0,0,0.33,8768
0,2,0,0,0,0,0.57,8768
0,2,0,0,0,0,0.5,8769
0,3,0,0,0,0,0.33,8769
0,3,0,0,0,0,0.67,8772
0,2,0,0,0,0,0.5,8772
0,3,0,0,0,0,0.11,8781
0,2,0,0,0,0,0.5,8781
0,3,0,0,0,0,0.44,8781
0,2,0,0,0,0,0.33,8792
0,2,0,0,0,0,0.44,8792
0,3,0,0,0,0,1,8829
0,5,0,0,0,0,1,8859
0,2,0,0,0,0,1,8860
0,2,0,0,0,0,0.5,8860
0,2,0,0,0,0,0.5,8860
0,3,0,0,0,0,0.67,8860
0,2,0,0,0,0,0.2,8873
0,2,0,0,0,0,1,8873
0,2,0,0,0,0,0.4,8881
0,2,0,0,0,0,0.83,8881
0,2,0,0,0,0,0.17,8881
0,2,0,0,0,0,0.33,8884
0,3,0,0,0,0,0.44,8884
0,2,0,0,0,0,0.4,8884
0,2,0,0,0,0,0.6,8887
0,2,0,0,0,0,0.17,8891
0,3,0,0,0,0,0.5,8892
0,2,0,0,0,0,0.33,8892
0,2,0,0,0,0,0.17,8912
0,3,0,0,0,0,0.8,8917
0,2,0,0,0,0,0.17,8924
0,2,0,0,0,0,0.33,8924
0,2,0,0,0,0,0.57,8924
0,2,0,0,0,0,0.5,8927
0,2,0,0,0,0,0.67,8927
0,3,0,0,0,0,1,8941
0,3,0,0,0,0,0.67,8941
0,1,0,0,0,0,1.67,8941
0,1,0,0,0,0,1.67,8941
0,2,0,0,0,0,0.22,8950
0,2,0,0,0,0,0.33,8950
0,3,0,0,0,0,0.5,8957
0,2,0,0,0,0,0.33,8957
0,2,0,0,0,0,0.33,8967
0,2,0,0,0,0,0.57,8969
0,2,0,0,0,0,0.33,8969
0,3,0,0,0,0,0.5,8981
0,2,0,0,0,0,0.2,8986
0,3,0,0,0,0,0.6,8986
0,3,0,0,0,0,0.57,9001
0,2,0,0,0,1,0.57,9003
0,2,0,0,0,0,0.5,9006
0,2,0,0,0,0,0.33,9006
0,2,0,0,0,0,0.29,9009
0,2,0,0,0,1,0.71,9009
0,2,0,0,0,0,0.56,9017
0,2,1,0,1,0,1,9019
